x	y	label	showSelected1	showSelected2	group
1950	18	13	OK	1950	1
1951	37	32	OK	1951	1
1952	20	15	OK	1952	1
1953	39	34	OK	1953	1
1954	49	44	OK	1954	1
1955	70	65	OK	1955	1
1956	45	40	OK	1956	1
1957	100	95	OK	1957	1
1958	30	25	OK	1958	1
1959	56	51	OK	1959	1
1960	63	58	OK	1960	1
1961	52	47	OK	1961	1
1962	53	48	OK	1962	1
1963	26	21	OK	1963	1
1964	44	39	OK	1964	1
1965	63	58	OK	1965	1
1966	32	27	OK	1966	1
1967	40	35	OK	1967	1
1968	46	41	OK	1968	1
1969	30	25	OK	1969	1
1970	38	33	OK	1970	1
1971	35	30	OK	1971	1
1972	32	27	OK	1972	1
1973	50	45	OK	1973	1
1974	32	27	OK	1974	1
1975	19	14	OK	1975	1
1976	22	17	OK	1976	1
1977	42	37	OK	1977	1
1978	17	12	OK	1978	1
1979	41	36	OK	1979	1
1980	20	15	OK	1980	1
1981	62	57	OK	1981	1
1982	74	69	OK	1982	1
1983	76	71	OK	1983	1
1984	50	45	OK	1984	1
1985	32	27	OK	1985	1
1986	30	25	OK	1986	1
1987	17	12	OK	1987	1
1988	11	6	OK	1988	1
1989	15	10	OK	1989	1
1990	30	25	OK	1990	1
1991	46	41	OK	1991	1
1992	41	36	OK	1992	1
1993	54	49	OK	1993	1
1994	34	29	OK	1994	1
1995	61	56	OK	1995	1
1996	55	50	OK	1996	1
1997	62	57	OK	1997	1
1998	90	85	OK	1998	1
1999	148	143	OK	1999	1
2000	49	44	OK	2000	1
2001	66	61	OK	2001	1
2002	23	18	OK	2002	1
2003	86	81	OK	2003	1
2004	67	62	OK	2004	1
2005	32	27	OK	2005	1
2006	35	30	OK	2006	1
2007	55	50	OK	2007	1
2008	76	71	OK	2008	1
2009	40	35	OK	2009	1
2010	109	104	OK	2010	1
2011	127	122	OK	2011	1
2012	68	63	OK	2012	1
1950	7	2	FL	1950	2
1951	10	5	FL	1951	2
1952	9	4	FL	1952	2
1953	19	14	FL	1953	2
1954	13	8	FL	1954	2
1955	10	5	FL	1955	2
1956	12	7	FL	1956	2
1957	14	9	FL	1957	2
1958	22	17	FL	1958	2
1959	13	8	FL	1959	2
1960	26	21	FL	1960	2
1961	14	9	FL	1961	2
1962	18	13	FL	1962	2
1963	20	15	FL	1963	2
1964	30	25	FL	1964	2
1965	12	7	FL	1965	2
1966	20	15	FL	1966	2
1967	21	16	FL	1967	2
1968	40	35	FL	1968	2
1969	40	35	FL	1969	2
1970	26	21	FL	1970	2
1971	21	16	FL	1971	2
1972	15	10	FL	1972	2
1973	15	10	FL	1973	2
1974	36	31	FL	1974	2
1975	65	60	FL	1975	2
1976	50	45	FL	1976	2
1977	30	25	FL	1977	2
1978	58	53	FL	1978	2
1979	61	56	FL	1979	2
1980	31	26	FL	1980	2
1981	35	30	FL	1981	2
1982	17	12	FL	1982	2
1983	36	31	FL	1983	2
1984	9	4	FL	1984	2
1985	12	7	FL	1985	2
1986	8	3	FL	1986	2
1987	7	2	FL	1987	2
1988	10	5	FL	1988	2
1989	8	3	FL	1989	2
1990	20	15	FL	1990	2
1991	24	19	FL	1991	2
1992	35	30	FL	1992	2
1993	47	42	FL	1993	2
1994	65	60	FL	1994	2
1995	75	70	FL	1995	2
1996	70	65	FL	1996	2
1997	118	113	FL	1997	2
1998	108	103	FL	1998	2
1999	61	56	FL	1999	2
2000	80	75	FL	2000	2
2001	74	69	FL	2001	2
2002	48	43	FL	2002	2
2003	48	43	FL	2003	2
2004	111	106	FL	2004	2
2005	59	54	FL	2005	2
2006	47	42	FL	2006	2
2007	52	47	FL	2007	2
2008	51	46	FL	2008	2
2009	40	35	FL	2009	2
2010	22	17	FL	2010	2
2011	45	40	FL	2011	2
2012	53	48	FL	2012	2
1950	30	25	KS	1950	3
1951	46	41	KS	1951	3
1952	19	14	KS	1952	3
1953	28	23	KS	1953	3
1954	45	40	KS	1954	3
1955	69	64	KS	1955	3
1956	47	42	KS	1956	3
1957	40	35	KS	1957	3
1958	34	29	KS	1958	3
1959	49	44	KS	1959	3
1960	42	37	KS	1960	3
1961	26	21	KS	1961	3
1962	47	42	KS	1962	3
1963	30	25	KS	1963	3
1964	62	57	KS	1964	3
1965	41	36	KS	1965	3
1966	31	26	KS	1966	3
1967	21	16	KS	1967	3
1968	20	15	KS	1968	3
1969	16	11	KS	1969	3
1970	21	16	KS	1970	3
1971	20	15	KS	1971	3
1972	23	18	KS	1972	3
1973	43	38	KS	1973	3
1974	33	28	KS	1974	3
1975	17	12	KS	1975	3
1976	17	12	KS	1976	3
1977	14	9	KS	1977	3
1978	24	19	KS	1978	3
1979	29	24	KS	1979	3
1980	19	14	KS	1980	3
1981	14	9	KS	1981	3
1982	56	51	KS	1982	3
1983	24	19	KS	1983	3
1984	51	46	KS	1984	3
1985	21	16	KS	1985	3
1986	25	20	KS	1986	3
1987	9	4	KS	1987	3
1988	20	15	KS	1988	3
1989	23	18	KS	1989	3
1990	55	50	KS	1990	3
1991	47	42	KS	1991	3
1992	47	42	KS	1992	3
1993	58	53	KS	1993	3
1994	30	25	KS	1994	3
1995	44	39	KS	1995	3
1996	73	68	KS	1996	3
1997	69	64	KS	1997	3
1998	76	71	KS	1998	3
1999	69	64	KS	1999	3
2000	64	59	KS	2000	3
2001	106	101	KS	2001	3
2002	101	96	KS	2002	3
2003	102	97	KS	2003	3
2004	129	124	KS	2004	3
2005	141	136	KS	2005	3
2006	100	95	KS	2006	3
2007	147	142	KS	2007	3
2008	184	179	KS	2008	3
2009	108	103	KS	2009	3
2010	95	90	KS	2010	3
2011	73	68	KS	2011	3
2012	100	95	KS	2012	3
1950	13	8	IL	1950	4
1951	10	5	IL	1951	4
1952	9	4	IL	1952	4
1953	10	5	IL	1953	4
1954	11	6	IL	1954	4
1955	23	18	IL	1955	4
1956	28	23	IL	1956	4
1957	37	32	IL	1957	4
1958	25	20	IL	1958	4
1959	32	27	IL	1959	4
1960	35	30	IL	1960	4
1961	35	30	IL	1961	4
1962	14	9	IL	1962	4
1963	16	11	IL	1963	4
1964	11	6	IL	1964	4
1965	18	13	IL	1965	4
1966	10	5	IL	1966	4
1967	26	21	IL	1967	4
1968	11	6	IL	1968	4
1969	11	6	IL	1969	4
1970	15	10	IL	1970	4
1971	18	13	IL	1971	4
1972	31	26	IL	1972	4
1973	65	60	IL	1973	4
1974	98	93	IL	1974	4
1975	36	31	IL	1975	4
1976	25	20	IL	1976	4
1977	18	13	IL	1977	4
1978	13	8	IL	1978	4
1979	8	3	IL	1979	4
1980	12	7	IL	1980	4
1981	32	27	IL	1981	4
1982	34	29	IL	1982	4
1983	8	3	IL	1983	4
1984	25	20	IL	1984	4
1985	13	8	IL	1985	4
1986	15	10	IL	1986	4
1987	13	8	IL	1987	4
1988	14	9	IL	1988	4
1989	11	6	IL	1989	4
1990	39	34	IL	1990	4
1991	20	15	IL	1991	4
1992	20	15	IL	1992	4
1993	22	17	IL	1993	4
1994	13	8	IL	1994	4
1995	61	56	IL	1995	4
1996	67	62	IL	1996	4
1997	37	32	IL	1997	4
1998	104	99	IL	1998	4
1999	69	64	IL	1999	4
2000	60	55	IL	2000	4
2001	26	21	IL	2001	4
2002	42	37	IL	2002	4
2003	128	123	IL	2003	4
2004	85	80	IL	2004	4
2005	26	21	IL	2005	4
2006	129	124	IL	2006	4
2007	28	23	IL	2007	4
2008	54	49	IL	2008	4
2009	58	53	IL	2009	4
2010	54	49	IL	2010	4
2011	78	73	IL	2011	4
2012	37	32	IL	2012	4
1950	15	10	MS	1950	5
1951	10	5	MS	1951	5
1952	10	5	MS	1952	5
1953	22	17	MS	1953	5
1954	16	11	MS	1954	5
1955	9	4	MS	1955	5
1956	11	6	MS	1956	5
1957	29	24	MS	1957	5
1958	17	12	MS	1958	5
1959	21	16	MS	1959	5
1960	10	5	MS	1960	5
1961	18	13	MS	1961	5
1962	18	13	MS	1962	5
1963	11	6	MS	1963	5
1964	9	4	MS	1964	5
1965	20	15	MS	1965	5
1966	18	13	MS	1966	5
1967	16	11	MS	1967	5
1968	19	14	MS	1968	5
1969	26	21	MS	1969	5
1970	23	18	MS	1970	5
1971	39	34	MS	1971	5
1972	19	14	MS	1972	5
1973	40	35	MS	1973	5
1974	34	29	MS	1974	5
1975	22	17	MS	1975	5
1976	31	26	MS	1976	5
1977	33	28	MS	1977	5
1978	14	9	MS	1978	5
1979	6	1	MS	1979	5
1980	20	15	MS	1980	5
1981	9	4	MS	1981	5
1982	13	8	MS	1982	5
1983	11	6	MS	1983	5
1984	11	6	MS	1984	5
1985	10	5	MS	1985	5
1986	19	14	MS	1986	5
1987	31	26	MS	1987	5
1988	34	29	MS	1988	5
1989	18	13	MS	1989	5
1990	16	11	MS	1990	5
1991	9	4	MS	1991	5
1992	24	19	MS	1992	5
1993	8	3	MS	1993	5
1994	19	14	MS	1994	5
1995	21	16	MS	1995	5
1996	32	27	MS	1996	5
1997	40	35	MS	1997	5
1998	19	14	MS	1998	5
1999	49	44	MS	1999	5
2000	32	27	MS	2000	5
2001	65	60	MS	2001	5
2002	37	32	MS	2002	5
2003	56	51	MS	2003	5
2004	60	55	MS	2004	5
2005	110	105	MS	2005	5
2006	38	33	MS	2006	5
2007	38	33	MS	2007	5
2008	115	110	MS	2008	5
2009	51	46	MS	2009	5
2010	47	42	MS	2010	5
2011	111	106	MS	2011	5
2012	53	48	MS	2012	5
1950	6	1	AL	1950	6
1951	8	3	AL	1951	6
1952	12	7	AL	1952	6
1953	16	11	AL	1953	6
1954	15	10	AL	1954	6
1955	9	4	AL	1955	6
1956	10	5	AL	1956	6
1957	46	41	AL	1957	6
1958	20	15	AL	1958	6
1959	12	7	AL	1959	6
1960	13	8	AL	1960	6
1961	23	18	AL	1961	6
1962	12	7	AL	1962	6
1963	26	21	AL	1963	6
1964	31	26	AL	1964	6
1965	13	8	AL	1965	6
1966	13	8	AL	1966	6
1967	25	20	AL	1967	6
1968	12	7	AL	1968	6
1969	14	9	AL	1969	6
1970	15	10	AL	1970	6
1971	16	11	AL	1971	6
1972	13	8	AL	1972	6
1973	37	32	AL	1973	6
1974	35	30	AL	1974	6
1975	24	19	AL	1975	6
1976	20	15	AL	1976	6
1977	18	13	AL	1977	6
1978	14	9	AL	1978	6
1979	19	14	AL	1979	6
1980	27	22	AL	1980	6
1981	12	7	AL	1981	6
1982	14	9	AL	1982	6
1983	33	28	AL	1983	6
1984	31	26	AL	1984	6
1985	33	28	AL	1985	6
1986	17	12	AL	1986	6
1987	6	1	AL	1987	6
1988	12	7	AL	1988	6
1989	15	10	AL	1989	6
1990	9	4	AL	1990	6
1992	21	16	AL	1992	6
1993	7	2	AL	1993	6
1994	17	12	AL	1994	6
1995	30	25	AL	1995	6
1996	38	33	AL	1996	6
1997	35	30	AL	1997	6
1998	55	50	AL	1998	6
1999	28	23	AL	1999	6
2000	49	44	AL	2000	6
2001	60	55	AL	2001	6
2002	43	38	AL	2002	6
2003	47	42	AL	2003	6
2004	64	59	AL	2004	6
2005	86	81	AL	2005	6
2006	75	70	AL	2006	6
2007	48	43	AL	2007	6
2008	99	94	AL	2008	6
2009	85	80	AL	2009	6
2010	44	39	AL	2010	6
2011	157	152	AL	2011	6
2012	61	56	AL	2012	6
1950	8	3	IA	1950	7
1951	7	2	IA	1951	7
1952	11	6	IA	1952	7
1953	29	24	IA	1953	7
1954	21	16	IA	1954	7
1955	10	5	IA	1955	7
1956	12	7	IA	1956	7
1957	13	8	IA	1957	7
1958	13	8	IA	1958	7
1959	20	15	IA	1959	7
1960	18	13	IA	1960	7
1961	12	7	IA	1961	7
1962	13	8	IA	1962	7
1963	17	12	IA	1963	7
1964	36	31	IA	1964	7
1965	32	27	IA	1965	7
1966	21	16	IA	1966	7
1967	40	35	IA	1967	7
1968	15	10	IA	1968	7
1969	19	14	IA	1969	7
1970	15	10	IA	1970	7
1971	33	28	IA	1971	7
1972	19	14	IA	1972	7
1973	15	10	IA	1973	7
1974	25	20	IA	1974	7
1975	40	35	IA	1975	7
1976	19	14	IA	1976	7
1977	10	5	IA	1977	7
1978	13	8	IA	1978	7
1979	31	26	IA	1979	7
1980	30	25	IA	1980	7
1981	32	27	IA	1981	7
1982	21	16	IA	1982	7
1983	23	18	IA	1983	7
1984	54	49	IA	1984	7
1985	21	16	IA	1985	7
1986	34	29	IA	1986	7
1987	20	15	IA	1987	7
1988	26	21	IA	1988	7
1989	21	16	IA	1989	7
1990	49	44	IA	1990	7
1991	42	37	IA	1991	7
1992	24	19	IA	1992	7
1993	33	28	IA	1993	7
1994	34	29	IA	1994	7
1995	33	28	IA	1995	7
1996	27	22	IA	1996	7
1997	30	25	IA	1997	7
1998	77	72	IA	1998	7
1999	64	59	IA	1999	7
2000	50	45	IA	2000	7
2001	110	105	IA	2001	7
2002	36	31	IA	2002	7
2003	33	28	IA	2003	7
2004	126	121	IA	2004	7
2005	49	44	IA	2005	7
2006	44	39	IA	2006	7
2007	48	43	IA	2007	7
2008	109	104	IA	2008	7
2009	30	25	IA	2009	7
2010	38	33	IA	2010	7
2011	57	52	IA	2011	7
2012	21	16	IA	2012	7
1950	7	2	IN	1950	8
1951	7	2	IN	1951	8
1952	7	2	IN	1952	8
1953	11	6	IN	1953	8
1954	33	28	IN	1954	8
1955	17	12	IN	1955	8
1956	26	21	IN	1956	8
1957	31	26	IN	1957	8
1958	26	21	IN	1958	8
1959	13	8	IN	1959	8
1960	13	8	IN	1960	8
1961	31	26	IN	1961	8
1962	16	11	IN	1962	8
1963	28	23	IN	1963	8
1964	12	7	IN	1964	8
1965	39	34	IN	1965	8
1966	15	10	IN	1966	8
1967	28	23	IN	1967	8
1968	19	14	IN	1968	8
1969	22	17	IN	1969	8
1970	13	8	IN	1970	8
1971	15	10	IN	1971	8
1972	9	4	IN	1972	8
1973	36	31	IN	1973	8
1974	30	25	IN	1974	8
1975	15	10	IN	1975	8
1976	32	27	IN	1976	8
1977	10	5	IN	1977	8
1978	16	11	IN	1978	8
1979	19	14	IN	1979	8
1980	35	30	IN	1980	8
1981	13	8	IN	1981	8
1982	8	3	IN	1982	8
1983	10	5	IN	1983	8
1984	9	4	IN	1984	8
1985	6	1	IN	1985	8
1986	18	13	IN	1986	8
1987	6	1	IN	1987	8
1988	12	7	IN	1988	8
1989	15	10	IN	1989	8
1990	43	38	IN	1990	8
1991	12	7	IN	1991	8
1992	41	36	IN	1992	8
1993	12	7	IN	1993	8
1994	15	10	IN	1994	8
1995	11	6	IN	1995	8
1996	35	30	IN	1996	8
1997	20	15	IN	1997	8
1998	39	34	IN	1998	8
1999	15	10	IN	1999	8
2000	18	13	IN	2000	8
2001	29	24	IN	2001	8
2002	21	16	IN	2002	8
2003	30	25	IN	2003	8
2004	52	47	IN	2004	8
2005	21	16	IN	2005	8
2006	30	25	IN	2006	8
2007	23	18	IN	2007	8
2008	35	30	IN	2008	8
2009	16	11	IN	2009	8
2010	32	27	IN	2010	8
2011	78	73	IN	2011	8
2012	24	19	IN	2012	8
1950	13	8	LA	1950	9
1951	7	2	LA	1951	9
1952	9	4	LA	1952	9
1953	19	14	LA	1953	9
1954	8	3	LA	1954	9
1955	6	1	LA	1955	9
1956	7	2	LA	1956	9
1957	15	10	LA	1957	9
1958	10	5	LA	1958	9
1959	11	6	LA	1959	9
1960	10	5	LA	1960	9
1961	19	14	LA	1961	9
1962	7	2	LA	1962	9
1963	9	4	LA	1963	9
1964	11	6	LA	1964	9
1965	14	9	LA	1965	9
1966	11	6	LA	1966	9
1967	9	4	LA	1967	9
1968	7	2	LA	1968	9
1969	9	4	LA	1969	9
1970	8	3	LA	1970	9
1971	16	11	LA	1971	9
1972	10	5	LA	1972	9
1973	19	14	LA	1973	9
1974	42	37	LA	1974	9
1975	34	29	LA	1975	9
1976	16	11	LA	1976	9
1977	34	29	LA	1977	9
1978	23	18	LA	1978	9
1979	11	6	LA	1979	9
1980	12	7	LA	1980	9
1981	21	16	LA	1981	9
1982	26	21	LA	1982	9
1983	35	30	LA	1983	9
1984	23	18	LA	1984	9
1985	14	9	LA	1985	9
1986	20	15	LA	1986	9
1987	11	6	LA	1987	9
1989	18	13	LA	1989	9
1990	18	13	LA	1990	9
1991	11	6	LA	1991	9
1992	37	32	LA	1992	9
1993	13	8	LA	1993	9
1995	23	18	LA	1995	9
1996	23	18	LA	1996	9
1997	24	19	LA	1997	9
1998	31	26	LA	1998	9
1999	71	66	LA	1999	9
2000	48	43	LA	2000	9
2001	39	34	LA	2001	9
2002	39	34	LA	2002	9
2003	28	23	LA	2003	9
2004	34	29	LA	2004	9
2005	28	23	LA	2005	9
2006	48	43	LA	2006	9
2007	29	24	LA	2007	9
2008	79	74	LA	2008	9
2009	81	76	LA	2009	9
2010	31	26	LA	2010	9
2011	67	62	LA	2011	9
2012	50	45	LA	2012	9
1950	14	9	AR	1950	10
1951	7	2	AR	1951	10
1952	27	22	AR	1952	10
1953	14	9	AR	1953	10
1954	20	15	AR	1954	10
1955	20	15	AR	1955	10
1956	13	8	AR	1956	10
1957	24	19	AR	1957	10
1958	11	6	AR	1958	10
1959	13	8	AR	1959	10
1960	26	21	AR	1960	10
1961	28	23	AR	1961	10
1962	8	3	AR	1962	10
1963	6	1	AR	1963	10
1964	25	20	AR	1964	10
1965	22	17	AR	1965	10
1966	9	4	AR	1966	10
1967	12	7	AR	1967	10
1968	18	13	AR	1968	10
1969	7	2	AR	1969	10
1970	16	11	AR	1970	10
1971	19	14	AR	1971	10
1972	10	5	AR	1972	10
1973	35	30	AR	1973	10
1974	12	7	AR	1974	10
1975	13	8	AR	1975	10
1976	17	12	AR	1976	10
1977	14	9	AR	1977	10
1978	39	34	AR	1978	10
1979	30	25	AR	1979	10
1980	20	15	AR	1980	10
1981	13	8	AR	1981	10
1982	55	50	AR	1982	10
1983	13	8	AR	1983	10
1984	23	18	AR	1984	10
1985	11	6	AR	1985	10
1986	6	1	AR	1986	10
1987	7	2	AR	1987	10
1988	14	9	AR	1988	10
1989	11	6	AR	1989	10
1990	11	6	AR	1990	10
1991	11	6	AR	1991	10
1992	7	2	AR	1992	10
1993	14	9	AR	1993	10
1994	14	9	AR	1994	10
1995	16	11	AR	1995	10
1996	34	29	AR	1996	10
1997	50	45	AR	1997	10
1998	41	36	AR	1998	10
1999	113	108	AR	1999	10
2000	42	37	AR	2000	10
2001	45	40	AR	2001	10
2002	40	35	AR	2002	10
2003	68	63	AR	2003	10
2004	53	48	AR	2004	10
2005	74	69	AR	2005	10
2006	31	26	AR	2006	10
2007	21	16	AR	2007	10
2008	87	82	AR	2008	10
2009	54	49	AR	2009	10
2010	40	35	AR	2010	10
2011	83	78	AR	2011	10
2012	23	18	AR	2012	10
1952	6	1	MD	1952	11
1954	7	2	MD	1954	11
1959	6	1	MD	1959	11
1961	7	2	MD	1961	11
1962	6	1	MD	1962	11
1963	6	1	MD	1963	11
1965	6	1	MD	1965	11
1967	7	2	MD	1967	11
1971	8	3	MD	1971	11
1973	8	3	MD	1973	11
1974	7	2	MD	1974	11
1975	10	5	MD	1975	11
1976	7	2	MD	1976	11
1977	6	1	MD	1977	11
1978	8	3	MD	1978	11
1979	6	1	MD	1979	11
1980	7	2	MD	1980	11
1983	7	2	MD	1983	11
1984	10	5	MD	1984	11
1989	6	1	MD	1989	11
1990	11	6	MD	1990	11
1992	14	9	MD	1992	11
1993	7	2	MD	1993	11
1994	11	6	MD	1994	11
1995	11	6	MD	1995	11
1996	28	23	MD	1996	11
1997	9	4	MD	1997	11
1998	16	11	MD	1998	11
1999	8	3	MD	1999	11
2000	13	8	MD	2000	11
2001	15	10	MD	2001	11
2002	19	14	MD	2002	11
2003	15	10	MD	2003	11
2004	25	20	MD	2004	11
2006	8	3	MD	2006	11
2007	7	2	MD	2007	11
2008	13	8	MD	2008	11
2009	15	10	MD	2009	11
2010	9	4	MD	2010	11
2011	32	27	MD	2011	11
2012	21	16	MD	2012	11
1950	10	5	NE	1950	12
1951	12	7	NE	1951	12
1952	11	6	NE	1952	12
1953	30	25	NE	1953	12
1954	14	9	NE	1954	12
1955	31	26	NE	1955	12
1956	23	18	NE	1956	12
1957	32	27	NE	1957	12
1958	27	22	NE	1958	12
1959	28	23	NE	1959	12
1960	29	24	NE	1960	12
1961	13	8	NE	1961	12
1962	35	30	NE	1962	12
1963	13	8	NE	1963	12
1964	36	31	NE	1964	12
1965	36	31	NE	1965	12
1966	11	6	NE	1966	12
1967	27	22	NE	1967	12
1968	14	9	NE	1968	12
1969	19	14	NE	1969	12
1970	14	9	NE	1970	12
1971	57	52	NE	1971	12
1972	29	24	NE	1972	12
1973	22	17	NE	1973	12
1974	34	29	NE	1974	12
1975	49	44	NE	1975	12
1976	17	12	NE	1976	12
1977	18	13	NE	1977	12
1978	9	4	NE	1978	12
1979	19	14	NE	1979	12
1980	33	28	NE	1980	12
1981	15	10	NE	1981	12
1982	23	18	NE	1982	12
1983	16	11	NE	1983	12
1984	36	31	NE	1984	12
1985	24	19	NE	1985	12
1986	44	39	NE	1986	12
1987	15	10	NE	1987	12
1988	13	8	NE	1988	12
1989	29	24	NE	1989	12
1990	46	41	NE	1990	12
1991	32	27	NE	1991	12
1992	47	42	NE	1992	12
1993	38	33	NE	1993	12
1994	37	32	NE	1994	12
1995	24	19	NE	1995	12
1996	65	60	NE	1996	12
1997	36	31	NE	1997	12
1998	70	65	NE	1998	12
1999	108	103	NE	1999	12
2000	65	60	NE	2000	12
2001	67	62	NE	2001	12
2002	32	27	NE	2002	12
2003	86	81	NE	2003	12
2004	116	111	NE	2004	12
2005	45	40	NE	2005	12
2006	27	22	NE	2006	12
2007	52	47	NE	2007	12
2008	63	58	NE	2008	12
2009	44	39	NE	2009	12
2010	42	37	NE	2010	12
2011	60	55	NE	2011	12
2012	48	43	NE	2012	12
1951	6	1	SC	1951	13
1952	6	1	SC	1952	13
1953	8	3	SC	1953	13
1955	7	2	SC	1955	13
1956	7	2	SC	1956	13
1957	10	5	SC	1957	13
1958	6	1	SC	1958	13
1959	6	1	SC	1959	13
1960	8	3	SC	1960	13
1961	8	3	SC	1961	13
1962	6	1	SC	1962	13
1963	8	3	SC	1963	13
1964	12	7	SC	1964	13
1965	11	6	SC	1965	13
1966	8	3	SC	1966	13
1967	10	5	SC	1967	13
1969	12	7	SC	1969	13
1971	7	2	SC	1971	13
1972	9	4	SC	1972	13
1973	20	15	SC	1973	13
1974	6	1	SC	1974	13
1975	10	5	SC	1975	13
1976	12	7	SC	1976	13
1977	8	3	SC	1977	13
1978	8	3	SC	1978	13
1979	7	2	SC	1979	13
1980	10	5	SC	1980	13
1981	8	3	SC	1981	13
1982	10	5	SC	1982	13
1983	10	5	SC	1983	13
1984	20	15	SC	1984	13
1985	9	4	SC	1985	13
1989	13	8	SC	1989	13
1990	15	10	SC	1990	13
1991	8	3	SC	1991	13
1992	10	5	SC	1992	13
1993	11	6	SC	1993	13
1994	36	31	SC	1994	13
1995	34	29	SC	1995	13
1996	29	24	SC	1996	13
1997	22	17	SC	1997	13
1998	47	42	SC	1998	13
1999	22	17	SC	1999	13
2000	25	20	SC	2000	13
2001	19	14	SC	2001	13
2002	17	12	SC	2002	13
2003	23	18	SC	2003	13
2004	92	87	SC	2004	13
2005	19	14	SC	2005	13
2006	41	36	SC	2006	13
2007	23	18	SC	2007	13
2008	54	49	SC	2008	13
2009	24	19	SC	2009	13
2010	28	23	SC	2010	13
2011	25	20	SC	2011	13
2012	15	10	SC	2012	13
1952	18	13	TN	1952	14
1953	11	6	TN	1953	14
1954	6	1	TN	1954	14
1955	15	10	TN	1955	14
1956	11	6	TN	1956	14
1957	18	13	TN	1957	14
1958	6	1	TN	1958	14
1959	8	3	TN	1959	14
1960	7	2	TN	1960	14
1961	8	3	TN	1961	14
1962	6	1	TN	1962	14
1963	16	11	TN	1963	14
1964	9	4	TN	1964	14
1965	14	9	TN	1965	14
1966	10	5	TN	1966	14
1967	20	15	TN	1967	14
1968	16	11	TN	1968	14
1969	6	1	TN	1969	14
1970	17	12	TN	1970	14
1971	17	12	TN	1971	14
1972	11	6	TN	1972	14
1973	20	15	TN	1973	14
1974	43	38	TN	1974	14
1975	13	8	TN	1975	14
1976	10	5	TN	1976	14
1977	16	11	TN	1977	14
1978	10	5	TN	1978	14
1979	6	1	TN	1979	14
1980	16	11	TN	1980	14
1981	7	2	TN	1981	14
1982	7	2	TN	1982	14
1983	7	2	TN	1983	14
1984	21	16	TN	1984	14
1985	10	5	TN	1985	14
1986	6	1	TN	1986	14
1987	6	1	TN	1987	14
1988	14	9	TN	1988	14
1989	10	5	TN	1989	14
1990	6	1	TN	1990	14
1991	9	4	TN	1991	14
1992	7	2	TN	1992	14
1993	11	6	TN	1993	14
1994	19	14	TN	1994	14
1995	24	19	TN	1995	14
1996	22	17	TN	1996	14
1997	42	37	TN	1997	14
1998	38	33	TN	1998	14
1999	28	23	TN	1999	14
2000	32	27	TN	2000	14
2001	19	14	TN	2001	14
2002	36	31	TN	2002	14
2003	50	45	TN	2003	14
2004	21	16	TN	2004	14
2005	28	23	TN	2005	14
2006	31	26	TN	2006	14
2007	16	11	TN	2007	14
2008	48	43	TN	2008	14
2009	51	46	TN	2009	14
2010	36	31	TN	2010	14
2011	108	103	TN	2011	14
2012	34	29	TN	2012	14
1950	9	4	MO	1950	15
1951	8	3	MO	1951	15
1952	12	7	MO	1952	15
1953	7	2	MO	1953	15
1954	25	20	MO	1954	15
1955	20	15	MO	1955	15
1956	19	14	MO	1956	15
1957	25	20	MO	1957	15
1958	17	12	MO	1958	15
1959	22	17	MO	1959	15
1960	19	14	MO	1960	15
1961	25	20	MO	1961	15
1962	14	9	MO	1962	15
1963	7	2	MO	1963	15
1964	14	9	MO	1964	15
1965	20	15	MO	1965	15
1966	23	18	MO	1966	15
1967	52	47	MO	1967	15
1968	20	15	MO	1968	15
1969	19	14	MO	1969	15
1970	30	25	MO	1970	15
1971	21	16	MO	1971	15
1972	14	9	MO	1972	15
1973	37	32	MO	1973	15
1974	18	13	MO	1974	15
1975	15	10	MO	1975	15
1976	8	3	MO	1976	15
1977	17	12	MO	1977	15
1978	8	3	MO	1978	15
1979	11	6	MO	1979	15
1980	12	7	MO	1980	15
1981	16	11	MO	1981	15
1982	34	29	MO	1982	15
1983	14	9	MO	1983	15
1984	22	17	MO	1984	15
1985	7	2	MO	1985	15
1986	14	9	MO	1986	15
1987	6	1	MO	1987	15
1988	10	5	MO	1988	15
1990	10	5	MO	1990	15
1991	8	3	MO	1991	15
1992	9	4	MO	1992	15
1993	18	13	MO	1993	15
1994	10	5	MO	1994	15
1995	27	22	MO	1995	15
1996	34	29	MO	1996	15
1997	17	12	MO	1997	15
1998	28	23	MO	1998	15
1999	48	43	MO	1999	15
2000	32	27	MO	2000	15
2001	45	40	MO	2001	15
2002	33	28	MO	2002	15
2003	91	86	MO	2003	15
2004	76	71	MO	2004	15
2005	44	39	MO	2005	15
2006	110	105	MO	2006	15
2007	47	42	MO	2007	15
2008	100	95	MO	2008	15
2009	49	44	MO	2009	15
2010	69	64	MO	2010	15
2011	84	79	MO	2011	15
2012	35	30	MO	2012	15
1950	24	19	TX	1950	16
1951	12	7	TX	1951	16
1952	11	6	TX	1952	16
1953	25	20	TX	1953	16
1954	57	52	TX	1954	16
1955	72	67	TX	1955	16
1956	23	18	TX	1956	16
1957	78	73	TX	1957	16
1958	43	38	TX	1958	16
1959	50	45	TX	1959	16
1960	35	30	TX	1960	16
1961	54	49	TX	1961	16
1962	45	40	TX	1962	16
1963	26	21	TX	1963	16
1964	31	26	TX	1964	16
1965	56	51	TX	1965	16
1966	29	24	TX	1966	16
1967	80	75	TX	1967	16
1968	66	61	TX	1968	16
1969	90	85	TX	1969	16
1970	56	51	TX	1970	16
1971	95	90	TX	1971	16
